Age,PreviousPurchases,TrafficSource,TimeOnSite,CartValue,ViewedReviews,PagesVisited,Device,AddedToCart,Converted
59,4,Ads,3.31,49.23,1,15,Tablet,0,0
52,3,Email,8.08,27.41,0,7,Tablet,1,0
63,2,Ads,6.92,151.45,1,2,Desktop,1,0
55,3,Organic,11.32,251.15,1,4,Desktop,1,1
45,3,Organic,7.6,88.58,0,12,Desktop,1,1
59,4,Email,11.48,178.39,1,7,Tablet,1,0
55,5,Social Media,9.18,109.71,1,19,Mobile,0,0
34,2,Ads,5.05,72.45,0,5,Desktop,1,0
30,5,Email,7.41,92.13,0,12,Mobile,1,0
63,4,Organic,2.84,65.03,1,15,Desktop,0,1
29,5,Ads,9.27,213.41,0,3,Tablet,0,1
24,3,Ads,7.86,93.33,0,6,Mobile,0,0
51,2,Email,6.19,139.07,1,2,Mobile,1,1
32,5,Ads,8.29,100.56,0,19,Tablet,0,1
59,3,Ads,6.94,277.89,1,13,Tablet,1,0
45,3,Email,6.18,95.74,0,6,Mobile,1,1
32,5,Email,3.88,5.0,1,11,Tablet,0,1
44,2,Social Media,10.26,141.53,1,3,Desktop,1,1
42,3,Social Media,8.42,80.13,1,9,Tablet,1,1
48,3,Social Media,7.8,133.81,1,14,Desktop,1,1
43,3,Email,7.03,126.53,1,15,Tablet,1,1
60,2,Email,6.6,29.22,1,11,Desktop,1,1
24,1,Organic,7.36,190.74,0,16,Tablet,1,1
27,2,Organic,11.45,137.79,0,16,Mobile,1,1
50,5,Organic,9.51,167.47,1,10,Tablet,0,0
44,4,Ads,1.57,130.54,0,6,Tablet,1,1
19,1,Organic,9.72,181.5,1,16,Desktop,0,0
18,0,Ads,9.97,161.42,0,12,Desktop,0,0
41,4,Organic,4.29,160.53,0,2,Desktop,1,1
21,4,Social Media,10.61,5.0,0,3,Mobile,0,1
50,3,Ads,7.85,149.35,1,13,Tablet,1,0
47,1,Email,7.47,65.23,1,19,Tablet,0,1
54,1,Social Media,12.04,44.33,1,4,Mobile,1,1
56,1,Ads,9.27,5.0,0,14,Desktop,1,0
63,3,Email,7.0,154.49,0,5,Desktop,1,1
46,3,Ads,8.4,113.12,1,1,Mobile,1,1
46,4,Social Media,12.35,34.43,0,12,Desktop,1,1
20,2,Organic,10.38,85.76,1,6,Desktop,0,0
50,4,Organic,6.48,69.04,0,12,Mobile,1,0
47,1,Organic,9.42,5.0,1,7,Tablet,1,1
26,0,Social Media,9.21,65.26,1,15,Desktop,1,1
63,1,Email,8.5,122.3,0,2,Desktop,1,0
23,2,Organic,10.89,141.75,0,17,Tablet,1,1
19,2,Ads,7.1,124.87,1,18,Desktop,1,0
47,5,Ads,6.31,144.92,0,8,Tablet,1,0
36,1,Organic,12.96,84.8,1,19,Desktop,0,1
24,2,Organic,11.29,145.52,1,15,Desktop,1,1
40,1,Social Media,8.21,234.1,1,17,Desktop,1,1
63,1,Organic,12.74,160.71,1,17,Mobile,1,0
23,6,Organic,4.04,109.73,0,9,Mobile,0,0
30,3,Organic,11.99,34.13,1,18,Desktop,1,0
22,4,Organic,5.37,108.51,1,5,Tablet,0,1
52,5,Organic,5.6,103.79,1,19,Desktop,1,0
55,5,Social Media,8.93,66.86,1,6,Desktop,1,1
38,3,Social Media,8.71,85.27,1,3,Tablet,1,1
63,4,Organic,8.38,49.34,1,14,Mobile,0,1
48,3,Email,8.37,86.75,0,13,Desktop,1,1
55,3,Ads,10.95,87.39,1,5,Tablet,1,1
42,2,Ads,3.29,154.24,0,3,Desktop,1,1
22,2,Social Media,14.0,241.66,0,12,Mobile,0,0
42,1,Social Media,9.75,97.79,0,18,Tablet,0,1
49,3,Organic,10.02,143.05,0,7,Mobile,1,0
33,2,Email,8.76,186.34,0,17,Desktop,1,1
31,5,Ads,8.24,80.47,1,17,Mobile,1,1
54,4,Social Media,6.24,149.77,1,17,Tablet,0,0
33,4,Ads,5.42,71.34,1,2,Mobile,0,1
55,4,Organic,6.93,144.89,1,14,Tablet,1,1
48,2,Social Media,6.6,100.21,0,18,Tablet,0,1
26,4,Social Media,8.15,209.39,0,12,Desktop,1,1
54,2,Organic,10.06,111.5,1,19,Mobile,1,1
25,4,Organic,9.59,128.93,1,12,Desktop,0,1
45,5,Email,9.65,139.48,0,8,Mobile,1,1
54,3,Email,4.85,95.85,1,14,Tablet,1,0
62,4,Organic,3.82,84.31,0,6,Tablet,0,0
35,1,Social Media,8.16,178.3,0,10,Tablet,0,0
35,6,Organic,8.45,15.52,1,5,Tablet,1,1
45,2,Email,7.4,84.45,1,6,Tablet,1,1
48,3,Ads,2.48,38.74,1,7,Tablet,0,0
26,4,Ads,7.78,68.55,0,16,Tablet,1,0
21,4,Ads,8.01,193.8,1,11,Mobile,1,1
47,7,Ads,8.42,190.63,1,1,Mobile,1,0
57,1,Email,5.44,124.37,0,3,Desktop,1,1
37,4,Email,8.14,109.58,0,8,Mobile,1,0
57,6,Organic,4.74,86.31,1,5,Mobile,0,1
30,2,Social Media,5.37,5.0,0,17,Desktop,1,0
53,3,Ads,7.48,38.4,0,3,Desktop,1,1
60,5,Email,7.14,209.46,1,9,Tablet,1,1
53,6,Ads,5.85,120.34,1,5,Tablet,1,1
31,1,Email,10.19,152.31,1,11,Mobile,0,0
60,0,Social Media,7.23,23.2,1,3,Tablet,1,0
39,1,Social Media,10.48,184.26,1,16,Mobile,1,1
25,4,Email,7.02,164.43,0,9,Desktop,1,0
29,1,Organic,10.1,99.46,1,7,Desktop,1,1
61,1,Social Media,6.69,22.45,0,18,Mobile,1,1
43,2,Ads,5.57,118.95,1,5,Tablet,1,1
46,2,Ads,10.87,259.48,1,8,Mobile,1,0
61,5,Ads,3.82,222.25,0,2,Mobile,1,1
47,3,Email,5.7,124.08,1,4,Tablet,1,0
28,5,Email,4.78,124.86,1,18,Desktop,1,1
64,3,Organic,13.02,84.63,1,10,Tablet,1,0
53,3,Email,9.65,121.73,1,7,Desktop,1,0
29,3,Ads,9.85,106.81,0,1,Mobile,1,1
48,4,Organic,10.23,203.19,1,16,Tablet,1,1
38,0,Email,6.73,183.48,1,2,Mobile,0,0
23,0,Email,7.63,107.32,1,11,Tablet,1,1
23,4,Social Media,8.41,295.09,0,11,Tablet,1,1
37,2,Social Media,9.32,14.98,0,4,Mobile,1,0
39,3,Ads,7.75,124.17,1,7,Mobile,0,0
53,3,Email,10.0,108.36,1,19,Tablet,1,1
27,3,Ads,9.67,84.52,1,3,Tablet,1,1
47,2,Social Media,8.91,132.16,1,11,Mobile,1,1
27,3,Ads,9.08,150.26,0,6,Mobile,1,1
58,2,Email,6.28,140.09,1,3,Desktop,1,1
53,1,Organic,11.76,72.27,1,4,Desktop,0,1
35,2,Organic,3.67,158.88,1,2,Tablet,1,1
48,2,Email,10.7,63.08,0,18,Mobile,1,0
35,2,Email,3.42,89.79,0,10,Desktop,1,1
18,4,Social Media,7.52,159.68,1,1,Desktop,1,1
28,1,Email,9.08,178.09,0,2,Tablet,1,1
28,3,Email,3.59,44.23,1,10,Desktop,1,0
64,2,Ads,5.38,201.39,1,10,Desktop,0,1
56,0,Organic,6.56,35.8,1,1,Desktop,1,1
53,2,Email,3.65,101.06,0,7,Mobile,1,0
64,3,Email,7.18,194.02,1,8,Mobile,0,1
47,1,Email,7.91,109.45,0,5,Mobile,1,1
35,3,Ads,9.73,191.83,1,10,Desktop,1,1
64,4,Organic,11.68,109.0,1,9,Tablet,0,0
23,2,Email,10.75,283.64,1,8,Desktop,1,0
45,1,Organic,11.75,145.27,0,5,Mobile,1,1
59,2,Ads,3.38,160.54,1,9,Tablet,1,1
50,4,Email,2.58,103.51,1,16,Desktop,0,0
51,1,Ads,7.43,30.15,1,17,Tablet,1,0
38,2,Social Media,8.47,94.86,1,2,Mobile,0,0
42,6,Social Media,8.09,77.29,0,1,Tablet,1,1
30,3,Organic,5.41,105.56,1,11,Mobile,1,1
27,4,Email,1.0,131.58,1,15,Mobile,1,1
23,4,Organic,2.32,138.69,0,2,Tablet,1,0
30,1,Email,3.41,189.02,1,9,Mobile,1,0
57,1,Organic,11.48,126.99,0,14,Mobile,0,0
33,5,Ads,4.99,117.43,0,18,Tablet,1,0
36,5,Organic,6.51,192.87,1,12,Tablet,1,0
52,5,Social Media,8.9,135.3,0,4,Tablet,1,1
21,4,Ads,4.89,107.79,1,13,Mobile,0,1
19,5,Social Media,12.55,142.9,0,13,Tablet,1,1
33,3,Ads,6.55,185.94,1,17,Tablet,1,1
50,8,Social Media,8.41,74.61,1,12,Tablet,1,1
42,1,Email,8.31,243.63,1,14,Mobile,1,1
22,2,Ads,5.64,72.93,0,14,Desktop,1,0
35,3,Ads,9.32,94.94,1,15,Desktop,1,0
29,2,Email,9.09,51.71,1,16,Desktop,0,0
34,6,Email,7.91,127.12,0,9,Desktop,0,1
58,5,Ads,9.8,27.13,1,9,Desktop,0,1
42,4,Organic,6.42,172.89,1,9,Desktop,1,0
50,3,Ads,13.98,63.3,1,15,Tablet,0,1
44,2,Social Media,9.93,84.77,0,1,Tablet,1,1
40,2,Ads,10.01,270.18,0,10,Mobile,0,0
45,1,Organic,4.69,49.87,1,15,Mobile,0,1
57,4,Ads,14.3,109.28,1,7,Desktop,1,0
20,2,Email,8.55,95.14,1,13,Desktop,0,1
41,1,Ads,4.12,114.95,1,18,Tablet,1,1
56,1,Email,10.01,190.73,1,2,Desktop,1,1
49,3,Social Media,7.04,152.57,1,11,Tablet,1,1
26,6,Social Media,7.61,187.69,0,13,Mobile,1,0
38,2,Organic,8.02,31.29,0,12,Mobile,0,0
21,3,Ads,15.49,122.76,1,18,Tablet,1,0
56,3,Social Media,10.71,65.59,1,7,Tablet,1,0
58,3,Social Media,9.9,113.16,1,16,Mobile,0,1
58,6,Organic,6.8,75.29,1,9,Desktop,1,1
35,1,Ads,5.66,177.55,1,3,Mobile,1,0
42,3,Ads,2.59,136.03,0,7,Tablet,1,0
21,5,Organic,6.7,223.33,0,6,Desktop,1,1
39,2,Ads,7.04,5.0,0,5,Tablet,0,0
24,0,Email,8.63,86.34,1,13,Desktop,1,1
55,1,Organic,8.22,182.1,1,17,Desktop,1,1
18,3,Ads,11.28,226.92,1,19,Tablet,1,1
19,4,Email,7.63,107.04,1,18,Mobile,1,0
63,3,Ads,5.19,135.78,0,9,Desktop,0,0
42,4,Ads,7.01,107.0,1,9,Mobile,0,0
63,5,Organic,11.87,122.13,0,17,Desktop,1,0
58,5,Social Media,8.67,88.14,0,1,Tablet,1,0
19,4,Social Media,8.88,160.35,1,11,Mobile,1,0
34,1,Ads,12.67,17.66,0,13,Mobile,1,1
40,4,Organic,11.91,66.66,0,16,Mobile,1,1
45,3,Email,4.64,184.15,1,12,Desktop,1,1
22,3,Organic,2.16,66.35,1,19,Desktop,1,1
20,1,Social Media,5.33,157.66,1,19,Tablet,1,1
61,3,Email,3.87,109.26,0,12,Desktop,1,1
36,2,Social Media,6.09,132.5,0,1,Tablet,1,1
38,3,Social Media,7.69,178.01,1,11,Desktop,1,1
20,2,Social Media,1.2,98.95,1,14,Tablet,1,1
55,5,Email,8.11,185.51,0,13,Tablet,1,0
58,3,Organic,7.47,5.0,1,1,Desktop,1,1
20,5,Social Media,9.43,40.73,1,17,Desktop,0,1
21,2,Organic,9.93,124.92,1,1,Desktop,1,1
38,5,Ads,10.4,161.94,0,9,Tablet,1,1
31,5,Organic,11.31,97.14,0,1,Tablet,1,1
56,3,Email,8.98,146.92,1,9,Tablet,0,0
42,5,Ads,14.63,84.34,1,1,Tablet,1,0
43,1,Email,3.66,195.52,0,12,Mobile,1,1
55,3,Social Media,4.9,183.55,1,4,Tablet,1,1
33,6,Social Media,4.07,86.88,1,1,Tablet,0,0
22,4,Ads,10.82,46.61,0,1,Desktop,1,1
56,2,Social Media,6.01,58.37,0,6,Desktop,1,0
46,5,Social Media,9.44,68.32,1,18,Tablet,1,0
35,6,Organic,7.67,102.51,1,10,Tablet,1,0
51,3,Ads,7.86,57.34,1,18,Mobile,0,0
30,3,Social Media,5.73,149.18,1,5,Desktop,0,0
23,4,Ads,9.02,210.02,1,11,Mobile,1,1
27,3,Ads,8.15,163.35,1,8,Tablet,1,1
35,4,Organic,6.98,152.07,1,15,Tablet,0,1
62,4,Ads,3.99,200.2,0,19,Desktop,1,1
36,0,Social Media,7.19,81.68,1,14,Tablet,1,0
54,2,Organic,6.5,129.43,1,1,Desktop,0,1
46,2,Social Media,7.01,229.74,1,4,Mobile,1,0
19,3,Organic,6.24,133.84,1,5,Mobile,0,1
49,2,Ads,7.54,56.4,1,6,Mobile,0,1
39,3,Email,8.43,72.8,1,7,Desktop,1,0
30,4,Organic,11.27,85.73,1,13,Mobile,1,1
53,1,Social Media,7.95,161.0,0,13,Mobile,0,1
36,4,Ads,5.05,154.11,0,5,Tablet,1,0
29,3,Organic,6.62,156.58,1,19,Mobile,0,0
48,5,Ads,4.06,13.65,1,3,Desktop,1,1
61,2,Organic,3.97,96.26,1,15,Tablet,1,1
34,2,Ads,6.09,143.88,1,13,Tablet,1,1
33,0,Organic,4.17,164.72,1,19,Desktop,1,1
30,4,Ads,2.36,206.38,0,12,Mobile,0,0
26,0,Social Media,14.88,232.05,1,4,Tablet,1,1
43,3,Email,6.49,153.64,0,15,Mobile,1,1
58,1,Social Media,7.54,231.86,1,6,Desktop,1,0
52,2,Ads,6.63,197.07,1,11,Mobile,1,1
32,0,Ads,5.73,141.63,0,6,Mobile,1,1
49,0,Social Media,4.57,52.05,1,18,Tablet,1,1
50,2,Email,5.05,111.63,0,6,Tablet,1,0
27,2,Organic,4.32,198.04,0,15,Mobile,1,1
55,3,Ads,5.68,96.82,1,12,Tablet,0,0
47,3,Organic,4.81,14.06,0,13,Desktop,1,0
46,4,Social Media,6.51,170.09,1,9,Mobile,1,1
28,1,Organic,5.39,79.21,1,18,Tablet,0,1
59,2,Social Media,6.05,111.52,1,2,Mobile,1,0
31,3,Social Media,7.54,212.74,1,10,Tablet,1,0
40,4,Social Media,6.45,157.14,1,6,Tablet,0,1
59,7,Email,10.05,116.0,1,19,Mobile,1,0
64,3,Social Media,9.02,81.63,1,13,Desktop,1,0
25,3,Email,7.96,99.44,0,17,Mobile,0,0
28,4,Email,12.17,227.24,0,17,Tablet,1,1
26,4,Ads,14.3,36.88,1,11,Mobile,1,1
27,2,Ads,6.45,112.41,1,7,Desktop,1,0
53,6,Organic,10.92,64.55,0,16,Tablet,1,1
40,2,Organic,6.9,150.26,1,2,Mobile,1,1
39,1,Email,8.13,152.0,0,10,Desktop,1,1
27,2,Social Media,9.47,106.26,0,19,Tablet,1,0
49,3,Email,12.06,92.01,1,2,Desktop,1,1
34,2,Email,6.11,229.76,0,4,Desktop,1,0
36,3,Email,6.68,84.27,1,10,Mobile,0,0
54,1,Organic,11.74,76.71,1,16,Desktop,0,0
52,2,Email,6.93,209.24,1,2,Desktop,1,1
24,1,Ads,1.79,179.6,1,16,Tablet,1,1
38,3,Organic,7.15,165.2,1,10,Desktop,1,1
23,0,Email,8.84,5.0,0,5,Desktop,0,0
52,2,Email,2.77,64.7,1,5,Desktop,1,0
52,3,Social Media,4.19,227.2,1,8,Tablet,0,0
25,2,Ads,4.33,205.48,1,7,Desktop,0,1
28,1,Ads,13.08,128.66,1,17,Tablet,1,0
62,1,Ads,10.53,156.3,1,12,Tablet,1,1
29,3,Ads,9.73,80.35,1,3,Desktop,1,1
58,0,Social Media,13.77,5.0,0,5,Mobile,0,0
55,10,Organic,9.67,5.0,1,19,Tablet,1,1
38,7,Organic,7.93,162.43,1,11,Desktop,0,0
33,4,Ads,14.43,91.81,1,11,Desktop,1,1
34,2,Email,6.04,122.69,0,16,Desktop,0,0
38,5,Social Media,13.84,105.22,1,18,Desktop,1,1
59,2,Email,4.16,50.5,1,12,Tablet,1,1
39,3,Organic,5.64,132.2,1,4,Mobile,0,0
53,7,Email,3.68,106.48,0,18,Tablet,1,1
18,7,Social Media,5.94,203.31,1,15,Mobile,1,1
57,2,Organic,7.17,99.66,1,8,Desktop,0,0
45,2,Organic,4.7,227.8,0,13,Tablet,1,1
61,3,Email,9.98,185.09,0,19,Tablet,1,1
32,6,Social Media,6.78,24.68,1,16,Tablet,1,0
61,2,Social Media,9.16,162.16,0,1,Mobile,1,0
46,0,Ads,8.43,114.92,1,13,Mobile,0,0
25,2,Organic,7.05,136.08,1,1,Desktop,1,1
38,1,Social Media,8.47,184.25,1,16,Mobile,1,0
23,0,Organic,10.32,130.75,0,19,Tablet,1,1
59,0,Social Media,7.19,53.72,1,3,Mobile,1,1
29,2,Organic,6.76,121.94,1,4,Tablet,1,1
42,1,Ads,12.3,137.09,1,15,Tablet,0,0
37,4,Email,2.89,178.9,1,15,Mobile,1,1
61,3,Social Media,2.08,172.02,0,9,Tablet,0,1
60,1,Ads,2.04,112.18,0,16,Tablet,1,0
19,3,Organic,4.17,179.28,0,18,Mobile,1,1
48,6,Email,7.99,119.3,1,13,Mobile,1,1
26,2,Ads,12.95,118.86,1,8,Tablet,1,1
32,1,Email,6.83,58.12,0,1,Tablet,1,1
31,3,Social Media,8.03,39.84,1,2,Desktop,1,0
43,3,Social Media,7.73,92.77,0,11,Tablet,1,1
44,4,Social Media,8.79,17.74,1,5,Mobile,1,1
29,4,Email,5.11,5.0,1,16,Mobile,1,1
36,1,Social Media,16.94,113.32,1,6,Desktop,0,1
35,4,Ads,7.48,93.85,0,17,Mobile,1,0
37,7,Social Media,9.62,264.61,0,1,Desktop,0,0
27,0,Organic,6.21,109.84,1,12,Mobile,1,1
27,7,Organic,8.3,256.08,1,16,Mobile,1,1
25,1,Email,9.33,104.02,1,2,Tablet,0,0
29,4,Ads,4.57,105.11,1,8,Desktop,1,0
24,2,Social Media,2.93,84.77,0,14,Desktop,1,0
29,2,Organic,4.27,146.99,0,14,Desktop,1,0
20,2,Ads,6.8,119.59,1,11,Tablet,1,1
30,5,Organic,13.54,139.07,0,5,Tablet,0,1
61,3,Organic,3.15,5.0,0,10,Desktop,1,0
49,4,Email,1.0,124.51,0,19,Tablet,1,0
56,5,Social Media,7.25,100.93,1,14,Tablet,1,1
61,2,Email,3.29,105.55,1,6,Tablet,0,0
55,3,Organic,5.52,44.9,1,6,Desktop,1,1
56,4,Organic,9.59,12.8,0,2,Desktop,0,1
36,3,Email,6.66,324.85,0,12,Desktop,1,1
54,1,Ads,8.33,262.3,1,8,Desktop,1,1
28,4,Email,7.17,79.7,0,13,Desktop,1,1
42,0,Organic,10.99,85.31,1,6,Mobile,0,0
21,1,Email,7.16,119.79,0,9,Mobile,0,1
38,7,Social Media,10.61,245.12,1,2,Desktop,0,0
23,1,Ads,14.73,5.0,1,17,Mobile,1,0
42,0,Social Media,11.41,143.97,0,17,Desktop,0,1
42,2,Social Media,6.17,89.57,1,18,Mobile,1,0
25,3,Email,10.3,95.17,1,13,Mobile,0,1
33,3,Ads,3.71,138.63,0,15,Desktop,1,1
42,4,Ads,13.76,151.97,1,1,Desktop,1,0
39,4,Organic,14.66,67.21,0,14,Mobile,1,1
34,5,Social Media,11.01,5.0,0,18,Tablet,1,1
32,3,Organic,16.13,116.18,0,14,Mobile,1,1
18,1,Email,8.31,102.13,0,19,Tablet,0,1
36,3,Organic,11.94,63.08,0,9,Desktop,0,1
33,4,Ads,2.49,16.97,1,9,Desktop,0,0
47,4,Ads,5.19,37.95,1,14,Desktop,0,1
41,4,Email,6.5,120.32,0,2,Desktop,0,0
60,6,Email,6.84,5.0,0,1,Tablet,1,1
30,2,Social Media,6.85,114.02,0,10,Mobile,1,1
42,6,Organic,7.4,105.48,0,17,Mobile,1,1
62,3,Organic,8.36,93.57,1,12,Mobile,1,1
61,2,Ads,8.95,154.02,1,17,Desktop,0,1
40,4,Ads,6.3,191.06,1,10,Mobile,0,1
38,3,Social Media,11.32,5.0,1,12,Desktop,1,1
21,1,Organic,8.48,159.74,1,5,Mobile,1,0
31,5,Organic,5.2,60.18,0,5,Mobile,0,1
34,2,Ads,8.88,202.66,0,1,Desktop,0,0
43,4,Email,10.16,229.19,1,7,Tablet,0,1
31,2,Social Media,11.06,159.17,1,5,Desktop,1,1
52,4,Social Media,9.69,192.82,1,4,Mobile,1,0
60,5,Social Media,13.06,100.19,0,6,Mobile,1,0
44,5,Email,7.93,171.77,1,14,Desktop,1,0
40,3,Organic,6.02,89.1,1,6,Desktop,0,1
20,2,Email,8.99,205.19,1,14,Mobile,0,1
24,4,Social Media,6.73,122.19,0,4,Desktop,1,1
27,7,Email,3.32,244.93,1,5,Tablet,1,1
29,1,Ads,11.63,118.96,1,5,Mobile,0,1
19,2,Social Media,5.53,42.74,1,10,Desktop,1,0
34,4,Organic,7.94,136.46,0,16,Mobile,1,0
31,5,Social Media,12.21,70.4,0,6,Mobile,1,1
21,4,Email,10.83,135.51,0,16,Tablet,1,1
57,2,Email,9.59,147.4,0,8,Mobile,1,0
56,3,Ads,17.83,152.4,1,10,Desktop,1,1
57,3,Social Media,13.8,168.36,1,13,Desktop,0,0
44,3,Social Media,8.5,132.14,1,18,Tablet,1,1
54,2,Organic,10.9,73.11,1,4,Tablet,1,0
59,2,Social Media,7.15,85.96,0,6,Desktop,0,1
37,2,Social Media,8.48,78.26,0,6,Desktop,1,0
24,3,Organic,5.96,125.44,0,7,Tablet,1,1
34,3,Ads,7.56,50.03,0,14,Mobile,0,1
30,0,Ads,4.46,50.9,1,8,Desktop,0,0
27,5,Email,7.71,223.82,1,9,Tablet,1,1
22,5,Social Media,6.32,101.28,0,10,Desktop,0,1
40,1,Email,8.41,5.0,1,15,Tablet,1,0
22,2,Ads,14.84,78.27,0,16,Mobile,1,1
63,1,Social Media,3.41,167.29,0,11,Tablet,1,0
34,3,Social Media,1.0,160.2,0,12,Mobile,1,1
43,2,Organic,11.05,95.8,1,19,Mobile,1,1
26,0,Organic,4.25,142.3,0,12,Tablet,0,0
22,1,Organic,9.83,117.6,0,3,Mobile,1,0
19,2,Ads,12.48,122.23,1,8,Tablet,1,0
47,4,Social Media,6.92,191.59,0,2,Tablet,0,1
39,2,Organic,2.87,60.41,0,13,Tablet,1,1
41,5,Organic,10.82,181.65,0,10,Tablet,0,0
26,3,Organic,11.19,92.38,0,7,Tablet,1,1
41,5,Organic,3.07,85.68,1,13,Desktop,1,1
36,2,Organic,4.75,98.19,1,15,Mobile,0,1
27,2,Organic,6.87,117.07,1,17,Desktop,1,0
40,5,Social Media,5.59,89.72,0,10,Mobile,1,1
64,5,Social Media,11.22,68.8,0,1,Mobile,1,1
36,4,Ads,8.13,51.11,1,18,Tablet,1,1
21,4,Email,5.38,29.34,1,17,Desktop,0,1
64,3,Organic,8.66,220.32,1,1,Mobile,0,1
28,6,Social Media,9.87,48.58,1,13,Desktop,1,0
53,1,Ads,6.83,138.65,1,16,Tablet,1,0
41,2,Organic,2.88,101.25,1,5,Desktop,1,1
40,4,Email,11.56,5.0,1,10,Mobile,1,1
30,7,Ads,9.63,130.38,0,9,Mobile,1,1
19,2,Social Media,5.54,173.87,1,17,Mobile,1,0
36,3,Social Media,5.29,107.65,1,9,Desktop,1,1
45,2,Ads,8.26,111.53,1,13,Tablet,1,1
18,2,Email,10.26,76.94,1,18,Mobile,1,1
27,2,Social Media,7.43,123.93,0,10,Mobile,1,1
42,3,Social Media,10.42,188.04,0,19,Desktop,1,1
61,2,Email,10.52,62.32,1,4,Mobile,0,1
58,6,Social Media,11.32,102.23,0,19,Mobile,0,0
26,2,Email,7.83,187.67,0,8,Desktop,1,0
54,5,Organic,3.98,100.81,1,8,Mobile,1,0
36,2,Organic,1.0,112.69,1,2,Mobile,1,1
55,2,Organic,10.16,139.17,1,16,Tablet,0,1
31,7,Ads,6.37,212.2,1,12,Mobile,1,1
55,5,Social Media,9.09,88.13,1,2,Desktop,0,1
32,4,Organic,5.33,124.18,1,15,Desktop,1,1
53,2,Organic,7.8,61.05,1,7,Mobile,1,1
29,1,Ads,4.21,178.08,0,4,Tablet,0,0
19,5,Email,11.46,63.72,1,9,Tablet,0,1
44,5,Organic,6.25,143.94,0,11,Desktop,1,1
58,2,Email,3.75,198.06,1,7,Tablet,1,1
52,2,Email,7.38,199.28,0,10,Tablet,1,1
34,5,Ads,5.0,89.05,1,19,Desktop,1,0
34,1,Social Media,10.35,180.61,1,14,Tablet,1,1
28,5,Organic,8.42,159.76,0,16,Desktop,1,1
44,2,Social Media,8.21,136.92,1,19,Mobile,1,0
47,3,Social Media,10.73,31.22,1,14,Desktop,0,0
45,6,Ads,4.81,87.54,1,19,Mobile,1,0
25,5,Ads,5.48,97.87,1,2,Mobile,1,0
50,1,Email,11.91,65.74,1,14,Mobile,0,1
37,2,Email,6.79,56.2,1,14,Mobile,1,1
34,2,Ads,7.22,267.99,1,15,Tablet,0,1
20,3,Ads,8.19,105.18,0,17,Tablet,0,1
49,1,Social Media,5.39,237.0,0,9,Desktop,1,0
61,0,Email,8.98,69.89,1,7,Tablet,0,0
22,6,Ads,7.14,145.86,0,8,Mobile,1,0
33,2,Social Media,9.39,146.3,1,17,Mobile,1,0
25,2,Organic,3.12,124.97,0,15,Mobile,1,0
57,3,Email,9.38,102.33,0,3,Desktop,1,1
48,2,Social Media,14.01,133.37,0,11,Mobile,1,1
44,1,Social Media,4.12,125.03,0,10,Mobile,1,1
25,2,Organic,8.68,123.67,0,8,Tablet,1,1
40,3,Email,4.92,60.77,0,13,Tablet,1,1
19,3,Email,1.78,129.24,1,3,Desktop,1,1
36,2,Social Media,3.88,70.79,1,11,Mobile,1,0
48,2,Social Media,9.56,106.96,1,2,Tablet,1,0
47,2,Ads,11.46,189.75,1,1,Desktop,1,0
61,3,Organic,4.53,5.0,1,5,Tablet,1,0
44,4,Email,9.99,108.27,1,13,Desktop,1,1
23,2,Email,7.3,120.63,0,12,Mobile,1,1
53,2,Organic,10.38,157.14,0,6,Mobile,0,1
58,5,Social Media,8.84,229.95,1,12,Tablet,0,1
30,3,Email,6.11,75.95,1,15,Mobile,1,0
30,2,Organic,5.93,167.34,1,6,Tablet,1,1
53,5,Ads,13.24,163.36,0,8,Tablet,1,0
22,2,Email,10.63,138.5,1,7,Mobile,1,1
31,4,Social Media,10.27,104.84,1,15,Mobile,0,1
52,4,Social Media,4.96,171.43,1,15,Mobile,0,0
38,2,Social Media,12.16,119.23,1,12,Desktop,0,1
58,3,Ads,8.26,142.59,0,17,Desktop,1,0
40,1,Organic,8.71,107.37,1,13,Tablet,0,0
41,2,Organic,9.26,59.56,1,7,Desktop,1,1
47,2,Organic,9.96,147.89,0,4,Tablet,0,0
42,6,Organic,3.48,191.33,0,7,Tablet,1,1
58,0,Organic,9.91,98.37,0,10,Desktop,1,0
46,2,Email,6.83,118.09,0,8,Mobile,0,0
64,1,Social Media,7.73,82.45,1,14,Desktop,1,0
43,1,Email,1.35,108.27,0,19,Tablet,0,0
22,0,Email,8.51,155.23,0,10,Mobile,0,1
33,2,Social Media,15.38,166.89,0,17,Mobile,0,0
58,3,Ads,13.53,126.68,0,17,Mobile,1,1
56,4,Social Media,8.42,157.09,1,4,Tablet,1,1
35,4,Email,11.35,134.02,0,16,Mobile,1,0
58,2,Ads,8.73,68.94,1,9,Mobile,1,0
38,2,Organic,1.97,40.56,1,7,Desktop,0,0
63,3,Ads,10.36,147.68,1,16,Mobile,0,0
55,1,Social Media,6.87,17.93,1,12,Desktop,0,1
50,2,Organic,7.23,240.52,0,6,Mobile,0,1
47,4,Ads,9.31,229.98,1,2,Desktop,0,1
59,4,Email,10.63,141.1,1,16,Tablet,1,1
36,1,Ads,8.75,5.0,1,4,Desktop,1,1
52,5,Organic,8.28,194.57,0,18,Mobile,1,1
32,2,Social Media,7.8,153.1,1,9,Mobile,1,0
46,3,Email,7.08,236.63,1,5,Tablet,1,1
27,5,Ads,14.16,17.64,1,10,Desktop,1,1
